SKU,Type,Name,current_image_basenames,parts_meta_hit,classification,best_score,best_reason,best_source,best_basename,best_relpath,top_candidates,top_live_candidates
FA272,simple,10 - 24 Wing Nut,columbia-10-24-wing-nut-fa272-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-10-24-wing-nut-FA272-1.webp,products/Production/Images/columbia-10-24-wing-nut-FA272-1.webp,100::current_basename::production_images::columbia-10-24-wing-nut-FA272-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa272-01.webp | 79::name_overlap_3::production_images::columbia-10-24-nyloc-nut-FA271-1.webp | 79::name_overlap_3::production_images::columbia-10-24-nyloc-nut-FA271-2.webp | 73::name_overlap_2::production_images::columbia-10-24-x-1-14in-hex-bolt-fa279-1.webp,100::current_basename::columbia-10-24-wing-nut-FA272-1.webp | 79::name_overlap_3::columbia-10-24-nyloc-nut-FA271-1.webp | 79::name_overlap_3::columbia-10-24-nyloc-nut-FA271-2.webp | 73::name_overlap_2::columbia-10-24-x-1-14in-hex-bolt-fa279-1.webp | 73::name_overlap_2::columbia-10-24-x-1-4-socket-hand-set-FA312-1.webp
FA286,simple,"1/4"" x 1/2"" Flat Washer",columbia-1-4-x-1-2-flat-washer-fa286-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-1-4-x-1-2-flat-washer-FA286-1.webp,products/Production/Images/columbia-1-4-x-1-2-flat-washer-FA286-1.webp,100::current_basename::production_images::columbia-1-4-x-1-2-flat-washer-FA286-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa286-01.webp | 75::name_overlap_2::production_images::columbia-1-2-x-7-8-flat-washer-FA308-1.webp | 75::name_overlap_2::production_images::columbia-10-flat-washer-FA268-1.webp | 75::name_overlap_2::production_images::columbia-10-flat-washer-FA268-2.webp,100::current_basename::columbia-1-4-x-1-2-flat-washer-FA286-1.webp | 75::name_overlap_2::columbia-1-2-x-7-8-flat-washer-FA308-1.webp | 75::name_overlap_2::columbia-10-flat-washer-FA268-1.webp | 75::name_overlap_2::columbia-10-flat-washer-FA268-2.webp | 75::name_overlap_2::columbia-5-16-flat-washer-FA303-1.webp
FA288,simple,"1/4"" X 3/4"" Split Pin",columbia-1-4-x-3-4-split-pin-fa288-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-1-4-x-3-4-split-pin-FA288-1.webp,products/Production/Images/columbia-1-4-x-3-4-split-pin-FA288-1.webp,100::current_basename::production_images::columbia-1-4-x-3-4-split-pin-FA288-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa288-01.webp | 76::name_overlap_2::production_images::columbia-1-16-x-1-4-split-pin-FA200-1.webp | 76::name_overlap_2::production_images::columbia-1-8-x-3-8-split-pin-FA224-1.webp | 75::name_overlap_2::production_images::columbia-116-x-38-split-pin-fa201-1.webp,100::current_basename::columbia-1-4-x-3-4-split-pin-FA288-1.webp | 76::name_overlap_2::columbia-1-16-x-1-4-split-pin-FA200-1.webp | 76::name_overlap_2::columbia-1-8-x-3-8-split-pin-FA224-1.webp | 75::name_overlap_2::columbia-116-x-38-split-pin-fa201-1.webp | 73::name_overlap_2::columbia-split-pin-14-x-2-fa289-1.webp
FA291,simple,1/4 - 20 Hex Nut,columbia-1-4-20-hex-nut-fa291-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-1-4-20-hex-nut-FA291-1.webp,products/Production/Images/columbia-1-4-20-hex-nut-FA291-1.webp,100::current_basename::production_images::columbia-1-4-20-hex-nut-FA291-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa291-01.webp | 81::name_overlap_3::production_images::columbia-1-4-20-hex-nut-CT109-1.webp | 75::name_overlap_2::production_images::columbia-4-40-hex-nut-FA206-1.webp | 75::name_overlap_2::production_images::columbia-6-32-hex-nut-FA232-1.webp,100::current_basename::columbia-1-4-20-hex-nut-FA291-1.webp | 81::name_overlap_3::columbia-1-4-20-hex-nut-CT109-1.webp | 75::name_overlap_2::columbia-4-40-hex-nut-FA206-1.webp | 75::name_overlap_2::columbia-6-32-hex-nut-FA232-1.webp | 75::name_overlap_2::columbia-6-32-hex-nut-FA232-2.webp
FA297,simple,"1/4 - 20 x 5/8"" Socket",columbia-1-4-20-x-5-8-socket-fa297-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-1-4-20-x-5-8-socket-FA297-1.webp,products/Production/Images/columbia-1-4-20-x-5-8-socket-FA297-1.webp,100::current_basename::production_images::columbia-1-4-20-x-5-8-socket-FA297-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa297-01.webp | 76::name_overlap_2::production_images::columbia-1-4-20-x-38-socket-FA294-1.webp | 76::name_overlap_2::production_images::columbia-1-4-20-x-7-8-flat-socket-FA298-1.webp | 74::name_overlap_2::production_images::columbia-1-4-20-x-1-4-socket-head-set-screw-FA313-1.webp,100::current_basename::columbia-1-4-20-x-5-8-socket-FA297-1.webp | 76::name_overlap_2::columbia-1-4-20-x-38-socket-FA294-1.webp | 76::name_overlap_2::columbia-1-4-20-x-7-8-flat-socket-FA298-1.webp | 74::name_overlap_2::columbia-1-4-20-x-1-4-socket-head-set-screw-FA313-1.webp
FA299,simple,"1/4 - 20 x 1 1/2"" Pan Phillips",columbia-1-4-20-x-1-1-2-pan-phillips-fa299-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-1-4-20-x-1-1-2-pan-phillips-FA299-1.webp,products/Production/Images/columbia-1-4-20-x-1-1-2-pan-phillips-FA299-1.webp,100::current_basename::production_images::columbia-1-4-20-x-1-1-2-pan-phillips-FA299-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa299-01.webp,100::current_basename::columbia-1-4-20-x-1-1-2-pan-phillips-FA299-1.webp
FA301,simple,"1/4 - 20 x 2 1/4"" Hex Bolt",columbia-1-4-20-x-2-1-4-hex-bolt-fa301-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-1-4-20-x-2-1-4-hex-bolt-FA301-1.webp,products/Production/Images/columbia-1-4-20-x-2-1-4-hex-bolt-FA301-1.webp,100::current_basename::production_images::columbia-1-4-20-x-2-1-4-hex-bolt-FA301-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa301-01.webp | 81::name_overlap_3::production_images::columbia-1-4-20-x-1-2-hex-bolt-FA296-1.webp | 81::name_overlap_3::production_images::columbia-1-4-20-x-2-hex-bolt-FA300-1.webp | 76::name_overlap_2::production_images::columbia-4-40-x-3-4-hex-bolt-FA220-1.webp,100::current_basename::columbia-1-4-20-x-2-1-4-hex-bolt-FA301-1.webp | 81::name_overlap_3::columbia-1-4-20-x-1-2-hex-bolt-FA296-1.webp | 81::name_overlap_3::columbia-1-4-20-x-2-hex-bolt-FA300-1.webp | 76::name_overlap_2::columbia-4-40-x-3-4-hex-bolt-FA220-1.webp | 76::name_overlap_2::columbia-4-40-x-3-4-hex-bolt-FA220-2.webp
FA303,simple,5 - 16 Flat Washer,columbia-5-16-flat-washer-fa303-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-5-16-flat-washer-FA303-1.webp,products/Production/Images/columbia-5-16-flat-washer-FA303-1.webp,100::current_basename::production_images::columbia-5-16-flat-washer-FA303-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa303-01.webp | 76::name_overlap_2::production_images::columbia-6-flat-washer-FA228-1.webp | 76::name_overlap_2::production_images::columbia-6-flat-washer-FA228-2.webp | 75::name_overlap_2::production_images::columbia-1-2-x-7-8-flat-washer-FA308-1.webp,100::current_basename::columbia-5-16-flat-washer-FA303-1.webp | 76::name_overlap_2::columbia-6-flat-washer-FA228-1.webp | 76::name_overlap_2::columbia-6-flat-washer-FA228-2.webp | 75::name_overlap_2::columbia-1-2-x-7-8-flat-washer-FA308-1.webp | 75::name_overlap_2::columbia-1-4-x-1-2-flat-washer-FA286-1.webp
FA307,simple,5 - 16 x 24 Jam Nut,columbia-5-16-x-24-jam-nut-fa307-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-5-16-x-24-jam-nut-FA307-1.webp,products/Production/Images/columbia-5-16-x-24-jam-nut-FA307-1.webp,100::current_basename::production_images::columbia-5-16-x-24-jam-nut-FA307-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa307-01.webp | 74::name_overlap_2::production_images::columbia-1-4-20-nyloc-jam-nut-FA292-1.webp | 74::name_overlap_2::production_images::columbia-1-4-20-nyloc-jam-nut-FA292-2.webp | 74::name_overlap_2::production_images::columbia-10-24-nyloc-nut-FA271-1.webp,100::current_basename::columbia-5-16-x-24-jam-nut-FA307-1.webp | 74::name_overlap_2::columbia-1-4-20-nyloc-jam-nut-FA292-1.webp | 74::name_overlap_2::columbia-1-4-20-nyloc-jam-nut-FA292-2.webp | 74::name_overlap_2::columbia-10-24-nyloc-nut-FA271-1.webp | 74::name_overlap_2::columbia-10-24-nyloc-nut-FA271-2.webp
FA311,simple,"1/4 - 28 X 1/2"" Socket Head",columbia-1-4-28-x-1-2-socket-head-fa311-1.webp | columbia-1-4-28-x-1-2-socket-head-fa311-2.webp,yes,strong_exact,100,current_basename,production_images,columbia-1-4-28-x-1-2-socket-head-FA311-1.webp,products/Production/Images/columbia-1-4-28-x-1-2-socket-head-FA311-1.webp,100::current_basename::production_images::columbia-1-4-28-x-1-2-socket-head-FA311-1.webp | 100::current_basename::production_images::columbia-1-4-28-x-1-2-socket-head-FA311-2.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa311-01.webp | 86::sku_compact::columbia_parts_scrape::columbia-parts-fa311-01.webp | 75::name_overlap_2::production_images::columbia-1-4-28-3-8-socket-set-screw-FA320-1.webp,100::current_basename::columbia-1-4-28-x-1-2-socket-head-FA311-1.webp | 100::current_basename::columbia-1-4-28-x-1-2-socket-head-FA311-2.webp | 75::name_overlap_2::columbia-1-4-28-3-8-socket-set-screw-FA320-1.webp | 67::name_ratio::columbia-8-32-x-1-2-socket-FA262-1.webp | 67::name_ratio::columbia-8-32-x-1-2-socket-FA262-2.webp
FA313,simple,1/4 - 20 X 1/4 Socket Head Set Screw,columbia-1-4-20-x-1-4-socket-head-set-screw-fa313-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-1-4-20-x-1-4-socket-head-set-screw-FA313-1.webp,products/Production/Images/columbia-1-4-20-x-1-4-socket-head-set-screw-FA313-1.webp,100::current_basename::production_images::columbia-1-4-20-x-1-4-socket-head-set-screw-FA313-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa313-01.webp | 96::sku_boundary::new_images::fa313.webp | 81::name_overlap_3::production_images::columbia-1-4-28-3-8-socket-set-screw-FA320-1.webp | 76::name_overlap_2::production_images::columbia-10-24-x-1-4-socket-hand-set-FA312-1.webp,100::current_basename::columbia-1-4-20-x-1-4-socket-head-set-screw-FA313-1.webp | 81::name_overlap_3::columbia-1-4-28-3-8-socket-set-screw-FA320-1.webp | 76::name_overlap_2::columbia-10-24-x-1-4-socket-hand-set-FA312-1.webp | 76::name_overlap_2::columbia-10-24-x-1-4-socket-hand-set-FA312-2.webp | 75::name_overlap_2::columbia-1-4-20-x-38-socket-FA294-1.webp
FA315,simple,"FA315 10 - 32 X 3/8"" Flat Socket Head",columbia-fa315-10-32-x-3-8-flat-socket-head-fa315-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-fa315-10-32-x-3-8-flat-socket-head-FA315-1.webp,products/Production/Images/columbia-fa315-10-32-x-3-8-flat-socket-head-FA315-1.webp,100::current_basename::production_images::columbia-fa315-10-32-x-3-8-flat-socket-head-FA315-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa315-01.webp | 87::name_overlap_4::production_images::columbia-10-32-x-1-2-flat-socket-head-FA316-1.webp | 76::name_overlap_2::production_images::columbia-1-4-20-x-7-8-flat-socket-FA298-1.webp | 76::name_overlap_2::production_images::columbia-10-24-x-3-8-socket-FA274-1.webp,100::current_basename::columbia-fa315-10-32-x-3-8-flat-socket-head-FA315-1.webp | 87::name_overlap_4::columbia-10-32-x-1-2-flat-socket-head-FA316-1.webp | 76::name_overlap_2::columbia-1-4-20-x-7-8-flat-socket-FA298-1.webp | 76::name_overlap_2::columbia-10-24-x-3-8-socket-FA274-1.webp | 76::name_overlap_2::columbia-6-32-x-3-8-flat-slot-FA243-1.webp
FA316,simple,"10 - 32 X 1/2"" Flat Socket Head",columbia-10-32-x-1-2-flat-socket-head-fa316-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-10-32-x-1-2-flat-socket-head-FA316-1.webp,products/Production/Images/columbia-10-32-x-1-2-flat-socket-head-FA316-1.webp,100::current_basename::production_images::columbia-10-32-x-1-2-flat-socket-head-FA316-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa316-01.webp | 86::name_overlap_4::production_images::columbia-fa315-10-32-x-3-8-flat-socket-head-FA315-1.webp | 75::name_overlap_2::production_images::columbia-1-4-20-x-7-8-flat-socket-FA298-1.webp | 75::name_overlap_2::production_images::columbia-10-24-x-1-4-socket-hand-set-FA312-1.webp,100::current_basename::columbia-10-32-x-1-2-flat-socket-head-FA316-1.webp | 86::name_overlap_4::columbia-fa315-10-32-x-3-8-flat-socket-head-FA315-1.webp | 75::name_overlap_2::columbia-1-4-20-x-7-8-flat-socket-FA298-1.webp | 75::name_overlap_2::columbia-10-24-x-1-4-socket-hand-set-FA312-1.webp | 75::name_overlap_2::columbia-10-24-x-1-4-socket-hand-set-FA312-2.webp
FA317,simple,"5/32"" x 7/8"" Roll Pin",columbia-5-32-x-7-8-roll-pin-fa317-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-5-32-x-7-8-roll-pin-FA317-1.webp,products/Production/Images/columbia-5-32-x-7-8-roll-pin-FA317-1.webp,100::current_basename::production_images::columbia-5-32-x-7-8-roll-pin-FA317-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa317-01.webp | 74::name_overlap_2::production_images::columbia-roll-pin-HNS12A-1.webp | 73::name_overlap_2::production_images::columbia-roll-pin-bushing-HNS13-1.webp,100::current_basename::columbia-5-32-x-7-8-roll-pin-FA317-1.webp | 74::name_overlap_2::columbia-roll-pin-HNS12A-1.webp | 73::name_overlap_2::columbia-roll-pin-bushing-HNS13-1.webp
FA320,simple,"1/4 - 28 - 3/8"" Socket Set Screw",columbia-1-4-28-3-8-socket-set-screw-fa320-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-1-4-28-3-8-socket-set-screw-FA320-1.webp,products/Production/Images/columbia-1-4-28-3-8-socket-set-screw-FA320-1.webp,100::current_basename::production_images::columbia-1-4-28-3-8-socket-set-screw-FA320-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa320-01.webp | 81::name_overlap_3::production_images::columbia-1-4-20-x-1-4-socket-head-set-screw-FA313-1.webp | 80::name_overlap_3::production_images::columbia-1-4-28-x-1-4-set-screw-FA302-1.webp | 75::name_overlap_2::production_images::columbia-1-4-28-x-1-2-socket-head-FA311-1.webp,100::current_basename::columbia-1-4-28-3-8-socket-set-screw-FA320-1.webp | 81::name_overlap_3::columbia-1-4-20-x-1-4-socket-head-set-screw-FA313-1.webp | 80::name_overlap_3::columbia-1-4-28-x-1-4-set-screw-FA302-1.webp | 75::name_overlap_2::columbia-1-4-28-x-1-2-socket-head-FA311-1.webp | 75::name_overlap_2::columbia-1-4-28-x-1-2-socket-head-FA311-2.webp
FA365,simple,"3/16 x 1"" Sping Pin SS",columbia-3-16-x-1-sping-pin-ss-fa365-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-3-16-x-1-sping-pin-ss-FA365-1.webp,products/Production/Images/columbia-3-16-x-1-sping-pin-ss-FA365-1.webp,100::current_basename::production_images::columbia-3-16-x-1-sping-pin-ss-FA365-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa365-01.webp | 75::name_overlap_2::production_images::columbia-1-16-x-1-4-split-pin-FA200-1.webp | 74::name_overlap_2::production_images::columbia-1-16-x-1-2-cotter-pin-FA202-1.webp | 74::name_overlap_2::production_images::columbia-1-16-x-3-4-cotter-pin-FA203-1.webp,100::current_basename::columbia-3-16-x-1-sping-pin-ss-FA365-1.webp | 75::name_overlap_2::columbia-1-16-x-1-4-split-pin-FA200-1.webp | 74::name_overlap_2::columbia-1-16-x-1-2-cotter-pin-FA202-1.webp | 74::name_overlap_2::columbia-1-16-x-3-4-cotter-pin-FA203-1.webp
FA376,simple,8 - 32 x 5/16 SS Socket Head,columbia-8-32-x-5-16-ss-socket-head-fa376-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-8-32-x-5-16-ss-socket-head-FA376-1.webp,products/Production/Images/columbia-8-32-x-5-16-ss-socket-head-FA376-1.webp,100::current_basename::production_images::columbia-8-32-x-5-16-ss-socket-head-FA376-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa376-01.webp | 75::name_overlap_2::production_images::columbia-10-32-x-1-2-flat-socket-head-FA316-1.webp | 75::name_overlap_2::production_images::columbia-10-32-x-1-4-ss-set-screw-FA382-1.webp | 75::name_overlap_2::production_images::columbia-8-32-x-1-2-socket-FA262-1.webp,100::current_basename::columbia-8-32-x-5-16-ss-socket-head-FA376-1.webp | 75::name_overlap_2::columbia-10-32-x-1-2-flat-socket-head-FA316-1.webp | 75::name_overlap_2::columbia-10-32-x-1-4-ss-set-screw-FA382-1.webp | 75::name_overlap_2::columbia-8-32-x-1-2-socket-FA262-1.webp | 75::name_overlap_2::columbia-8-32-x-1-2-socket-FA262-2.webp
FA382,simple,"10 - 32 x 1/4"" SS Set Screw",columbia-10-32-x-1-4-ss-set-screw-fa382-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-10-32-x-1-4-ss-set-screw-FA382-1.webp,products/Production/Images/columbia-10-32-x-1-4-ss-set-screw-FA382-1.webp,100::current_basename::production_images::columbia-10-32-x-1-4-ss-set-screw-FA382-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-fa382-01.webp | 80::name_overlap_3::production_images::columbia-6-32-x-1-8-set-screw-FA235-1.webp | 80::name_overlap_3::production_images::columbia-8-32-x-3-16-set-screw-FA249-1.webp | 80::name_overlap_3::production_images::columbia-8-32-x-3-16-set-screw-FA249-2.webp,100::current_basename::columbia-10-32-x-1-4-ss-set-screw-FA382-1.webp | 80::name_overlap_3::columbia-6-32-x-1-8-set-screw-FA235-1.webp | 80::name_overlap_3::columbia-8-32-x-3-16-set-screw-FA249-1.webp | 80::name_overlap_3::columbia-8-32-x-3-16-set-screw-FA249-2.webp | 80::name_overlap_3::tapetech-10-32-x-12-bind-head-screw-509008-1.webp
FFB11-10,simple,"Adjuster Spring - 10""",columbia-adjuster-spring-10-ffb11-10-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-adjuster-spring-10-FFB11-10-1.webp,products/Production/Images/columbia-adjuster-spring-10-FFB11-10-1.webp,100::current_basename::production_images::columbia-adjuster-spring-10-FFB11-10-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb11-10-01.webp | 76::name_overlap_2::production_images::columbia-adjuster-spring-12-FFB11-12-1.webp | 76::name_overlap_2::production_images::columbia-adjuster-spring-8-FFB11-8-1.webp | 76::name_overlap_2::production_images::tapetech-grip-adjuster-spring-819038-1.webp,100::current_basename::columbia-adjuster-spring-10-FFB11-10-1.webp | 76::name_overlap_2::columbia-adjuster-spring-12-FFB11-12-1.webp | 76::name_overlap_2::columbia-adjuster-spring-8-FFB11-8-1.webp | 76::name_overlap_2::tapetech-grip-adjuster-spring-819038-1.webp | 74::name_overlap_2::dura-stilts-spring-adjuster-15-1.webp
FFB11-12,simple,"Adjuster Spring - 12""",columbia-adjuster-spring-12-ffb11-12-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-adjuster-spring-12-FFB11-12-1.webp,products/Production/Images/columbia-adjuster-spring-12-FFB11-12-1.webp,100::current_basename::production_images::columbia-adjuster-spring-12-FFB11-12-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb11-12-01.webp | 76::name_overlap_2::production_images::columbia-adjuster-spring-10-FFB11-10-1.webp | 76::name_overlap_2::production_images::columbia-adjuster-spring-8-FFB11-8-1.webp | 76::name_overlap_2::production_images::tapetech-grip-adjuster-spring-819038-1.webp,100::current_basename::columbia-adjuster-spring-12-FFB11-12-1.webp | 76::name_overlap_2::columbia-adjuster-spring-10-FFB11-10-1.webp | 76::name_overlap_2::columbia-adjuster-spring-8-FFB11-8-1.webp | 76::name_overlap_2::tapetech-grip-adjuster-spring-819038-1.webp | 74::name_overlap_2::dura-stilts-spring-adjuster-15-1.webp
FFB11-8,simple,"Adjuster Spring - 8""",columbia-adjuster-spring-8-ffb11-8-1.webp,yes,strong_exact,100,current_basename,production_images,columbia-adjuster-spring-8-FFB11-8-1.webp,products/Production/Images/columbia-adjuster-spring-8-FFB11-8-1.webp,100::current_basename::production_images::columbia-adjuster-spring-8-FFB11-8-1.webp | 96::sku_boundary::columbia_parts_scrape::columbia-ffb11-8-01.webp | 76::name_overlap_2::production_images::tapetech-grip-adjuster-spring-819038-1.webp | 75::name_overlap_2::production_images::columbia-adjuster-spring-10-FFB11-10-1.webp | 75::name_overlap_2::production_images::columbia-adjuster-spring-12-FFB11-12-1.webp,100::current_basename::columbia-adjuster-spring-8-FFB11-8-1.webp | 76::name_overlap_2::tapetech-grip-adjuster-spring-819038-1.webp | 75::name_overlap_2::columbia-adjuster-spring-10-FFB11-10-1.webp | 75::name_overlap_2::columbia-adjuster-spring-12-FFB11-12-1.webp | 74::name_overlap_2::dura-stilts-spring-adjuster-15-1.webp
