"brand","catalog_category","product_type","parent_sku","product_name","is_variable_product","attribute_names","attribute_values","variation_name","variation_position","sku","mpn","attribute_1","attribute_2","attribute_3","available","price","compare_at_price","weight_grams","tags","short_description","description_text","features"
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-PROFESSIONAL-MIXER","Level 5 Professional Mixer","true","Size","Size: 13"" Length with 2"" Head | 28"" Length with 4"" Head | 32""Length with 5"" Head | 32"" Length with 7"" Head","13"" Length with 2"" Head","1","5-293","5-293","13"" Length with 2"" Head","","","true","16.00","16.00","907","5-291, 5-292, level 5, level5, mixer, mixing paddle, mixing tool","Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and high-quality materials and workmanship, these tools perform like no other. Level 5 Tools are OVER-BUILT, NOT OVER-PRICED and will exceed expectations on any drywall...","Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and high-quality materials and workmanship, these tools perform like no other. Level 5 Tools are OVER-BUILT, NOT OVER-PRICED and will exceed expectations on any drywall job. Constructed out of sturdy carbon steel with high quality plating for corrosion protection and easy cleanup Industrial-quality materials and welds Patent-pending design reduces drag/wear on your power drill by over 20% Pulls material down into the center of the mixer rather than throwing it against the side of the bucket Filed edges won’t scrape plastic from the compound bucket","Constructed out of sturdy carbon steel with high quality plating for corrosion protection and easy cleanup | Industrial-quality materials and welds | Patent-pending design reduces drag/wear on your power drill by over 20% | Pulls material down into the center of the mixer rather than throwing it against the side of the bucket | Filed edges won’t scrape plastic from the compound bucket"
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-PROFESSIONAL-MIXER","Level 5 Professional Mixer","true","Size","Size: 13"" Length with 2"" Head | 28"" Length with 4"" Head | 32""Length with 5"" Head | 32"" Length with 7"" Head","28"" Length with 4"" Head","2","5-294","5-294","28"" Length with 4"" Head","","","true","27.00","27.00","907","5-291, 5-292, level 5, level5, mixer, mixing paddle, mixing tool","Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and high-quality materials and workmanship, these tools perform like no other. Level 5 Tools are OVER-BUILT, NOT OVER-PRICED and will exceed expectations on any drywall...","Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and high-quality materials and workmanship, these tools perform like no other. Level 5 Tools are OVER-BUILT, NOT OVER-PRICED and will exceed expectations on any drywall job. Constructed out of sturdy carbon steel with high quality plating for corrosion protection and easy cleanup Industrial-quality materials and welds Patent-pending design reduces drag/wear on your power drill by over 20% Pulls material down into the center of the mixer rather than throwing it against the side of the bucket Filed edges won’t scrape plastic from the compound bucket","Constructed out of sturdy carbon steel with high quality plating for corrosion protection and easy cleanup | Industrial-quality materials and welds | Patent-pending design reduces drag/wear on your power drill by over 20% | Pulls material down into the center of the mixer rather than throwing it against the side of the bucket | Filed edges won’t scrape plastic from the compound bucket"
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-PROFESSIONAL-MIXER","Level 5 Professional Mixer","true","Size","Size: 13"" Length with 2"" Head | 28"" Length with 4"" Head | 32""Length with 5"" Head | 32"" Length with 7"" Head","32""Length with 5"" Head","3","5-291","5-291","32""Length with 5"" Head","","","true","33.00","33.00","907","5-291, 5-292, level 5, level5, mixer, mixing paddle, mixing tool","Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and high-quality materials and workmanship, these tools perform like no other. Level 5 Tools are OVER-BUILT, NOT OVER-PRICED and will exceed expectations on any drywall...","Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and high-quality materials and workmanship, these tools perform like no other. Level 5 Tools are OVER-BUILT, NOT OVER-PRICED and will exceed expectations on any drywall job. Constructed out of sturdy carbon steel with high quality plating for corrosion protection and easy cleanup Industrial-quality materials and welds Patent-pending design reduces drag/wear on your power drill by over 20% Pulls material down into the center of the mixer rather than throwing it against the side of the bucket Filed edges won’t scrape plastic from the compound bucket","Constructed out of sturdy carbon steel with high quality plating for corrosion protection and easy cleanup | Industrial-quality materials and welds | Patent-pending design reduces drag/wear on your power drill by over 20% | Pulls material down into the center of the mixer rather than throwing it against the side of the bucket | Filed edges won’t scrape plastic from the compound bucket"
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-PROFESSIONAL-MIXER","Level 5 Professional Mixer","true","Size","Size: 13"" Length with 2"" Head | 28"" Length with 4"" Head | 32""Length with 5"" Head | 32"" Length with 7"" Head","32"" Length with 7"" Head","4","5-292","5-292","32"" Length with 7"" Head","","","true","41.00","41.00","907","5-291, 5-292, level 5, level5, mixer, mixing paddle, mixing tool","Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and high-quality materials and workmanship, these tools perform like no other. Level 5 Tools are OVER-BUILT, NOT OVER-PRICED and will exceed expectations on any drywall...","Level 5 hand tools have been built with over 20 years of feedback and input from professional finishers. Built to last with industry leading designs and high-quality materials and workmanship, these tools perform like no other. Level 5 Tools are OVER-BUILT, NOT OVER-PRICED and will exceed expectations on any drywall job. Constructed out of sturdy carbon steel with high quality plating for corrosion protection and easy cleanup Industrial-quality materials and welds Patent-pending design reduces drag/wear on your power drill by over 20% Pulls material down into the center of the mixer rather than throwing it against the side of the bucket Filed edges won’t scrape plastic from the compound bucket","Constructed out of sturdy carbon steel with high quality plating for corrosion protection and easy cleanup | Industrial-quality materials and welds | Patent-pending design reduces drag/wear on your power drill by over 20% | Pulls material down into the center of the mixer rather than throwing it against the side of the bucket | Filed edges won’t scrape plastic from the compound bucket"
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","simple","LVL5-LEVEL-5-PROFESSIONAL-STAINLESS-STEEL-JOINT-KNIFE-SET-5-651","Level 5 Professional Stainless Steel Joint Knife Set 5-651","false","","","","1","5-651","5-651","","","","true","45.00","53.00","907","5-651, blister, hand tool set, joint knife set, level 5 drywall tools, level 5 hand tool set, level 5 sets, level5, level5 taping knife set, taping knife set","LEVEL5 Stainless Joint Knives with Soft-Grip Handles offer outstanding quality and a Lifetime Guarantee. Featuring a premium stainless steel construction, these knives are lightweight, extremely comfortable in the hand and clean up like a dream. LEVEL5 Hand Tool Sets offer professional finishers and DIYers an array...","LEVEL5 Stainless Joint Knives with Soft-Grip Handles offer outstanding quality and a Lifetime Guarantee. Featuring a premium stainless steel construction, these knives are lightweight, extremely comfortable in the hand and clean up like a dream. LEVEL5 Hand Tool Sets offer professional finishers and DIYers an array of options for high-performance hand tools. Features Premium stainless steel blade for corrosion resistance. A precision hollow grind provides proper flex midway up the stainless steel blade (versus near the handle). The knife feels nicely ""broken in"" from its very first use. Lightweight and comfortable soft-grip handle ergonomically designed for all-day use with minimal fatigue Glass reinforced nylon handle core for impact resistance. Alloy metal hammer end for resetting nails and to counter balance for improved drop protection. Large hang hole and easy-peel label for convenience. LEVEL5 Lifetime Warranty.","Premium stainless steel blade for corrosion resistance. | A precision hollow grind provides proper flex midway up the stainless steel blade (versus near the handle). The knife feels nicely ""broken in"" from its very first use. | Lightweight and comfortable soft-grip handle ergonomically designed for all-day use with minimal fatigue | Glass reinforced nylon handle core for impact resistance. | Alloy metal hammer end for resetting nails and to counter balance for improved drop protection. | Large hang hole and easy-peel label for convenience. | LEVEL5 Lifetime Warranty."
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","simple","LVL5-LEVEL-5-PROFESSIONAL-STAINLESS-STEEL-JOINT-KNIFE-SET-WITH-HANDLE-GRIPS-5-653","Level 5 Professional Stainless Steel Joint Knife Set with Handle Grips 5-653","false","","","","1","5-653","5-653","","","","true","59.00","69.00","907","5-404, 5-405, 5-406, 5-653, blister, hand tool set, joint knife set, level 5 drywall tools, level 5 hand tool set, level 5 sets, level5, level5 taping knife set, taping knife set","Level 5 drywall tools are premium grade. They are designed and built using nearly 20 years of input from professional finishers and meant for reliable, daily use on the jobsite.","Level 5 drywall tools are premium grade. They are designed and built using nearly 20 years of input from professional finishers and meant for reliable, daily use on the jobsite. Features PROFESSIONAL GRADE | Designed and built using nearly 20 years of input from professional finishers. Our tools are meant for reliable, daily use on the job site. PREMIUM QUALITY | Precision hollow-grind blades provide proper flex points midway up the blade (versus near the handle). Each blade feels nicely ""broken-in"" from the first moment you use it! This means better feel for faster application rates, optimum blade control and smoother finishes. Polished for easy cleanup. Durable metal alloy hammer head for setting drywall nails. ERGONOMIC | Lightweight, impact resistant, full soft comfort grip handles ergonomically designed for all-day use with minimal fatigue. Glass reinforced nylon cores. Larger handle guards for better penetrating leverage and improved safety. GUARANTEED PERFORMANCE | Our tools are developed by professionals for professionals and guaranteed to exceed your expectations.","PROFESSIONAL GRADE | Designed and built using nearly 20 years of input from professional finishers. Our tools are meant for reliable, daily use on the job site. | PREMIUM QUALITY | Precision hollow-grind blades provide proper flex points midway up the blade (versus near the handle). Each blade feels nicely ""broken-in"" from the first moment you use it! This means better feel for faster application rates, optimum blade control and smoother finishes. Polished for easy cleanup. Durable metal alloy hammer head for setting drywall nails. | ERGONOMIC | Lightweight, impact resistant, full soft comfort grip handles ergonomically designed for all-day use with minimal fatigue. Glass reinforced nylon cores. Larger handle guards for better penetrating leverage and improved safety. | GUARANTEED PERFORMANCE | Our tools are developed by professionals for professionals and guaranteed to exceed your expectations."
"Level 5","Drywall Finishing Tools > Level 5 > Parts","simple","LVL5-LEVEL-5-REPLACEMENT-ALUMINUM-BODY-SKIMMING-BLADE-END-CAPS","Level 5 Replacement Aluminum-Body Skimming Blade End Caps","false","","","","1","4-959","4-959","","","","true","15.00","15.00","","4-959, clearance","LEVEL5 skimming blade replacement end caps clip onto either end of any LEVEL5 aluminum-body skimming blade.","LEVEL5 skimming blade replacement end caps clip onto either end of any LEVEL5 aluminum-body skimming blade. If you have misplaced or damaged your skimming blade end caps, this set of two LEVEL5 skimming blade end caps will quickly and easily replace your old ones. Drywall skimming blade end caps assist in holding the replaceable stainless steel blade insert in place. They also ensure that the LEVEL5 skimming blade is easy to clean - the caps prohibit mud from entering the extruded aluminum housing during use. LEVEL5 skimming blade end caps are comprised of durable nylon composite. This set includes both a left and right end cap.",""
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-REPLACEMENT-SKIMMING-BLADE","Level 5 Replacement Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","7""","1","4-949","4-949","7""","","","true","18.00","18.00","2268","4-949, 4-950, 4-951, 4-952, 4-953, 4-954, 4-955, 4-956, smoothing blade","Replacement blade only.","Replacement blade only.",""
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-REPLACEMENT-SKIMMING-BLADE","Level 5 Replacement Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","10""","2","4-951","4-951","10""","","","true","23.00","23.00","2268","4-949, 4-950, 4-951, 4-952, 4-953, 4-954, 4-955, 4-956, smoothing blade","Replacement blade only.","Replacement blade only.",""
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-REPLACEMENT-SKIMMING-BLADE","Level 5 Replacement Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","14""","3","4-950","4-950","14""","","","true","28.00","28.00","2268","4-949, 4-950, 4-951, 4-952, 4-953, 4-954, 4-955, 4-956, smoothing blade","Replacement blade only.","Replacement blade only.",""
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-REPLACEMENT-SKIMMING-BLADE","Level 5 Replacement Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","16""","4","4-952","4-952","16""","","","true","31.00","31.00","2268","4-949, 4-950, 4-951, 4-952, 4-953, 4-954, 4-955, 4-956, smoothing blade","Replacement blade only.","Replacement blade only.",""
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-REPLACEMENT-SKIMMING-BLADE","Level 5 Replacement Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","24""","5","4-953","4-953","24""","","","true","37.00","37.00","2268","4-949, 4-950, 4-951, 4-952, 4-953, 4-954, 4-955, 4-956, smoothing blade","Replacement blade only.","Replacement blade only.",""
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-REPLACEMENT-SKIMMING-BLADE","Level 5 Replacement Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","32""","6","4-954","4-954","32""","","","false","50.00","50.00","2268","4-949, 4-950, 4-951, 4-952, 4-953, 4-954, 4-955, 4-956, smoothing blade","Replacement blade only.","Replacement blade only.",""
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-REPLACEMENT-SKIMMING-BLADE","Level 5 Replacement Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","40""","7","4-955","4-955","40""","","","true","58.00","58.00","2268","4-949, 4-950, 4-951, 4-952, 4-953, 4-954, 4-955, 4-956, smoothing blade","Replacement blade only.","Replacement blade only.",""
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-REPLACEMENT-SKIMMING-BLADE","Level 5 Replacement Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","48""","8","4-956","4-956","48""","","","true","64.00","64.00","2268","4-949, 4-950, 4-951, 4-952, 4-953, 4-954, 4-955, 4-956, smoothing blade","Replacement blade only.","Replacement blade only.",""
"Level 5","Drywall Finishing Tools > Level 5 > Parts","simple","LVL5-LEVEL-5-RETAINER-CONVERSION-KIT","Level 5 Retainer Conversion Kit","false","","","","1","4-839","4-839","","","","true","43.00","43.00","5","4-839, Level 5 Parts","Fits LEVEL5 Corner Finishers (All Models)","Fits LEVEL5 Corner Finishers (All Models)",""
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","simple","LVL5-LEVEL-5-SEMI-AUTOMATIC-DRYWALL-BANJO","Level 5 Semi-Automatic Drywall Banjo","false","","","","1","5-311","5-311","","","","true","166.00","166.00","2268","5-311, banjo, level5 banjo","The LEVEL5 Banjo Drywall Taper is an intermediate or “semi-automatic” tool that enables you to apply paper tape or Fibafuse to flat drywall seams with precision and efficiency.","The LEVEL5 Banjo Drywall Taper is an intermediate or “semi-automatic” tool that enables you to apply paper tape or Fibafuse to flat drywall seams with precision and efficiency. While not quite as fast as an automatic drywall taper (#4-760), the banjo is much faster than hand taping. For any drywall finishing job of 10 sheets or more, this tool will save you valuable time while achieving professional results. It is also easy to clean when the job is done. The LEVEL5 Banjo Drywall Taper is a commercial-grade workhorse. It features an aircraft-grade aluminum body that has been fully anodized for corrosion resistance. The hinged lid has a high quality urethane rubber seal and industrial-quality latches. The banjo also features an adjustable flow gate with an integrated tape cutter as well as a comfortable, soft-grip handle. SAVE TIME & MAKE MORE MONEY >> Simultaneously apply an even coat of joint compound and tape over flat drywall seams. By using a LEVEL5 Banjo, you'll save valuable time, achieve professional results, and increase your profitability. EASY TO USE >> Features a flow gate with an integrated tape cutter. Based on the compound's consistency, you can easily adjust the amount of dispensing compound. When you complete a seam, you can cut the tape without a knife. EASY TO MASTER >> The LEVEL5 Banjo is easy to use and can be learned in minutes. Plus, it's simple to teach others and scale up your drywall finishing business! EASY TO MAINTAIN >> With a hinged cover that opens wide, cleaning and maintaining your LEVEL5 Banjo is a breeze. With proper cleaning and lubrication, your LEVEL5 Banjo will last indefinitely. DURABILITY AT ITS BEST >> Built from aircraft-grade aluminum, LEVEL5 Banjos are lightweight, yet built to withstand the rigours of commercial use. All surfaces are anodized for corrosion resistance and peak performance. GUARANTEED PERFORMANCE >> LEVEL5 offers a 7-year ""no hassle"" warranty - the best in the industry. Features Aircraft-grade aluminum body Premium color anodizing for easy cleaning and corrosion resistance Composite tape roll holder that won’t shrink or crack over time Adjustable flow gate with integrated tape cutter Heavy-duty, soft-grip top handle Adjustable hand strap with thumb rest for better control on the wall Hinged lid Proprietary urethane rubber anti-leak seal Industrial-quality latches","Aircraft-grade aluminum body | Premium color anodizing for easy cleaning and corrosion resistance | Composite tape roll holder that won’t shrink or crack over time | Adjustable flow gate with integrated tape cutter | Heavy-duty, soft-grip top handle | Adjustable hand strap with thumb rest for better control on the wall | Hinged lid | Proprietary urethane rubber anti-leak seal | Industrial-quality latches"
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-SKIMMING-BLADE","Level 5 Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","7""","1","4-907","4-907","7""","","","true","51.00","51.00","2268","4-907, 4-910, 4-914, 4-916, 4-924, 4-932, 4-940, 4-948, smoothing blade","Level 5’s patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today.","Level 5’s patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today. Features Patent pending extruded aluminum blade back is lightweight, but offers high strength and rigidity. Unlike plastic back alternatives, these blades maintain their shape under extreme conditions and are built to last. 0.3mm high quality, high precision European stainless steel blades that are replaceable if damaged or worn High impact, glass-filled composite end caps can be removed for quick and easy blade change 8 lengths available: 7″, 10″, 14″, 16″, 24″, 32″, 40″ and 48″ EXTENSION POLE AND ADAPTER SOLD SEPARATELY. Optional Handle Adapter Robust, multi-position design for use at any angle Manufactured from high impact glass filled composite Easy snap on and removal design with lever locks Unique alignment feature – A centerline on the blade back and centerline on the adapter can be aligned to ensure equal and consistent pressure across the entire blade.","Patent pending extruded aluminum blade back is lightweight, but offers high strength and rigidity. Unlike plastic back alternatives, these blades maintain their shape under extreme conditions and are built to last. | 0.3mm high quality, high precision European stainless steel blades that are replaceable if damaged or worn | High impact, glass-filled composite end caps can be removed for quick and easy blade change | 8 lengths available: 7″, 10″, 14″, 16″, 24″, 32″, 40″ and 48″"
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-SKIMMING-BLADE","Level 5 Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","10""","2","4-910","4-910","10""","","","true","58.00","58.00","2268","4-907, 4-910, 4-914, 4-916, 4-924, 4-932, 4-940, 4-948, smoothing blade","Level 5’s patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today.","Level 5’s patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today. Features Patent pending extruded aluminum blade back is lightweight, but offers high strength and rigidity. Unlike plastic back alternatives, these blades maintain their shape under extreme conditions and are built to last. 0.3mm high quality, high precision European stainless steel blades that are replaceable if damaged or worn High impact, glass-filled composite end caps can be removed for quick and easy blade change 8 lengths available: 7″, 10″, 14″, 16″, 24″, 32″, 40″ and 48″ EXTENSION POLE AND ADAPTER SOLD SEPARATELY. Optional Handle Adapter Robust, multi-position design for use at any angle Manufactured from high impact glass filled composite Easy snap on and removal design with lever locks Unique alignment feature – A centerline on the blade back and centerline on the adapter can be aligned to ensure equal and consistent pressure across the entire blade.","Patent pending extruded aluminum blade back is lightweight, but offers high strength and rigidity. Unlike plastic back alternatives, these blades maintain their shape under extreme conditions and are built to last. | 0.3mm high quality, high precision European stainless steel blades that are replaceable if damaged or worn | High impact, glass-filled composite end caps can be removed for quick and easy blade change | 8 lengths available: 7″, 10″, 14″, 16″, 24″, 32″, 40″ and 48″"
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-SKIMMING-BLADE","Level 5 Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","14""","3","4-914","4-914","14""","","","true","73.00","73.00","2268","4-907, 4-910, 4-914, 4-916, 4-924, 4-932, 4-940, 4-948, smoothing blade","Level 5’s patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today.","Level 5’s patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today. Features Patent pending extruded aluminum blade back is lightweight, but offers high strength and rigidity. Unlike plastic back alternatives, these blades maintain their shape under extreme conditions and are built to last. 0.3mm high quality, high precision European stainless steel blades that are replaceable if damaged or worn High impact, glass-filled composite end caps can be removed for quick and easy blade change 8 lengths available: 7″, 10″, 14″, 16″, 24″, 32″, 40″ and 48″ EXTENSION POLE AND ADAPTER SOLD SEPARATELY. Optional Handle Adapter Robust, multi-position design for use at any angle Manufactured from high impact glass filled composite Easy snap on and removal design with lever locks Unique alignment feature – A centerline on the blade back and centerline on the adapter can be aligned to ensure equal and consistent pressure across the entire blade.","Patent pending extruded aluminum blade back is lightweight, but offers high strength and rigidity. Unlike plastic back alternatives, these blades maintain their shape under extreme conditions and are built to last. | 0.3mm high quality, high precision European stainless steel blades that are replaceable if damaged or worn | High impact, glass-filled composite end caps can be removed for quick and easy blade change | 8 lengths available: 7″, 10″, 14″, 16″, 24″, 32″, 40″ and 48″"
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-SKIMMING-BLADE","Level 5 Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","16""","4","4-916","4-916","16""","","","true","83.00","83.00","2268","4-907, 4-910, 4-914, 4-916, 4-924, 4-932, 4-940, 4-948, smoothing blade","Level 5’s patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today.","Level 5’s patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today. Features Patent pending extruded aluminum blade back is lightweight, but offers high strength and rigidity. Unlike plastic back alternatives, these blades maintain their shape under extreme conditions and are built to last. 0.3mm high quality, high precision European stainless steel blades that are replaceable if damaged or worn High impact, glass-filled composite end caps can be removed for quick and easy blade change 8 lengths available: 7″, 10″, 14″, 16″, 24″, 32″, 40″ and 48″ EXTENSION POLE AND ADAPTER SOLD SEPARATELY. Optional Handle Adapter Robust, multi-position design for use at any angle Manufactured from high impact glass filled composite Easy snap on and removal design with lever locks Unique alignment feature – A centerline on the blade back and centerline on the adapter can be aligned to ensure equal and consistent pressure across the entire blade.","Patent pending extruded aluminum blade back is lightweight, but offers high strength and rigidity. Unlike plastic back alternatives, these blades maintain their shape under extreme conditions and are built to last. | 0.3mm high quality, high precision European stainless steel blades that are replaceable if damaged or worn | High impact, glass-filled composite end caps can be removed for quick and easy blade change | 8 lengths available: 7″, 10″, 14″, 16″, 24″, 32″, 40″ and 48″"
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-SKIMMING-BLADE","Level 5 Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","24""","5","4-924","4-924","24""","","","true","107.00","107.00","2268","4-907, 4-910, 4-914, 4-916, 4-924, 4-932, 4-940, 4-948, smoothing blade","Level 5’s patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today.","Level 5’s patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today. Features Patent pending extruded aluminum blade back is lightweight, but offers high strength and rigidity. Unlike plastic back alternatives, these blades maintain their shape under extreme conditions and are built to last. 0.3mm high quality, high precision European stainless steel blades that are replaceable if damaged or worn High impact, glass-filled composite end caps can be removed for quick and easy blade change 8 lengths available: 7″, 10″, 14″, 16″, 24″, 32″, 40″ and 48″ EXTENSION POLE AND ADAPTER SOLD SEPARATELY. Optional Handle Adapter Robust, multi-position design for use at any angle Manufactured from high impact glass filled composite Easy snap on and removal design with lever locks Unique alignment feature – A centerline on the blade back and centerline on the adapter can be aligned to ensure equal and consistent pressure across the entire blade.","Patent pending extruded aluminum blade back is lightweight, but offers high strength and rigidity. Unlike plastic back alternatives, these blades maintain their shape under extreme conditions and are built to last. | 0.3mm high quality, high precision European stainless steel blades that are replaceable if damaged or worn | High impact, glass-filled composite end caps can be removed for quick and easy blade change | 8 lengths available: 7″, 10″, 14″, 16″, 24″, 32″, 40″ and 48″"
"Level 5","Drywall Finishing Tools > Level 5 > Taping & Finishing Tools","variable","LVL5-LEVEL-5-SKIMMING-BLADE","Level 5 Skimming Blade","true","Size","Size: 7"" | 10"" | 14"" | 16"" | 24"" | 32"" | 40"" | 48""","32""","6","4-932","4-932","32""","","","true","140.00","140.00","2268","4-907, 4-910, 4-914, 4-916, 4-924, 4-932, 4-940, 4-948, smoothing blade","Level 5’s patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today.","Level 5’s patent-pending skimming blades have been developed and refined through years of feedback from professional finishers. Although competitively priced, they are the highest quality line of skimming blades available on the market today. Features Patent pending extruded aluminum blade back is lightweight, but offers high strength and rigidity. Unlike plastic back alternatives, these blades maintain their shape under extreme conditions and are built to last. 0.3mm high quality, high precision European stainless steel blades that are replaceable if damaged or worn High impact, glass-filled composite end caps can be removed for quick and easy blade change 8 lengths available: 7″, 10″, 14″, 16″, 24″, 32″, 40″ and 48″ EXTENSION POLE AND ADAPTER SOLD SEPARATELY. Optional Handle Adapter Robust, multi-position design for use at any angle Manufactured from high impact glass filled composite Easy snap on and removal design with lever locks Unique alignment feature – A centerline on the blade back and centerline on the adapter can be aligned to ensure equal and consistent pressure across the entire blade.","Patent pending extruded aluminum blade back is lightweight, but offers high strength and rigidity. Unlike plastic back alternatives, these blades maintain their shape under extreme conditions and are built to last. | 0.3mm high quality, high precision European stainless steel blades that are replaceable if damaged or worn | High impact, glass-filled composite end caps can be removed for quick and easy blade change | 8 lengths available: 7″, 10″, 14″, 16″, 24″, 32″, 40″ and 48″"
