Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 used for variations,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 used for variations,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 used for variations,Attribute 3 global,meta: _mpn,meta:_dtb_seo_title,meta:_dtb_seo_description
simple,PT-CRE,,Platinum ECO Inside Corner Roller (PT-CRE),1,0,visible,The Platinum ECO Inside Corner Roller uses non-marring nylon wheels to embed tape into 90-degree corners. Features a universal threaded connection for use with standard extension poles.,"<p><strong>Platinum ECO Inside Corner Roller (PT-CRE)</strong> streamlines the process of embedding drywall tape into 90-degree interior angles. This tool applies uniform pressure to force tape into the corner, effectively eliminating air pockets and excess joint compound for a clean, professional finish.</p><p>Designed for high-volume finishing, the roller features specialized nylon wheels that protect tape and corner beads from surface damage. Its lightweight construction minimizes fatigue during extended use, while the universal threaded mount allows for quick attachment to standard extension poles for high-reach applications.</p><p><strong>Features:</strong></p><ul><li><strong>Non-Marring Nylon Rollers:</strong> Applies consistent pressure without damaging tape or corner beads.</li><li><strong>Universal Threaded Connection:</strong> Fits standard coarse-thread painter’s poles and broom handles.</li><li><strong>Ergonomic Build:</strong> Lightweight design reduces wrist and arm strain during repetitive tasks.</li><li><strong>Job Site Durability:</strong> Engineered to withstand the rigors of daily professional drywall finishing.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum</td></tr><tr><td>SKU</td><td>PT-CRE</td></tr><tr><td>Tool Type</td><td>Inside Corner Roller</td></tr><tr><td>Material</td><td>Nylon Rollers</td></tr><tr><td>Compatibility</td><td>Standard Coarse Thread Poles</td></tr></tbody></table>",,,taxable,,1,100,,0,0,,,,,,1,,59,Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools,"corner roller, inside corner roller, PT-CRE, eco roller, nylon roller",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-eco-inside-corner-roller-PT-CRE-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-eco-inside-corner-roller-PT-CRE-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-eco-inside-corner-roller-PT-CRE-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-eco-inside-corner-roller-PT-CRE-04.webp,,,,,,,,,150,Platinum Drywall Tools,,,,,0,,,,,,,,,,,PT-CRE,Platinum ECO Inside Corner Roller w/ Nylon Wheels - PT-CRE,The Platinum PT-CRE ECO Roller uses non-marring nylon wheels to embed tape into 90-degree corners. Lightweight design with a universal threaded mount.
simple,PT-CRH50,,"Platinum 50"" Corner Roller Handle (PT-CRH50)",1,0,visible,"The Platinum 50"" Corner Roller Handle is a durable, anodized aluminum tool designed for professional drywall finishing. It features an extended reach, a high-traction rubber grip, and an adjustable ball grip for precise control in high corners and ceilings.","<p><strong>Platinum 50"" Corner Roller Handle (PT-CRH50)</strong> provides the necessary reach and leverage for professional drywall finishing, specifically designed to embed tape into internal corners and ceilings. This tool is built to withstand the demanding conditions of active job sites, ensuring consistent performance when paired with standard corner roller heads.</p><p>The handle is manufactured from high-grade anodized aluminum, offering a rigid, lightweight structure that resists corrosion and daily wear. Its 50-inch length allows for extended reach, reducing the need for ladders or awkward positioning during high-wall applications. The design focuses on operator control, featuring a high-traction rubber grip for a secure hold and an adjustable ball grip that enables precise pressure application for a clean, professional finish.</p><p><strong>Features:</strong></p><ul><li><strong>Anodized Aluminum Construction:</strong> Provides a durable, corrosion-resistant frame that maintains structural integrity under heavy, daily use.</li><li><strong>Extended 50-inch Reach:</strong> Optimized for accessing high corners and ceilings, improving productivity and safety on the job site.</li><li><strong>Dual-Grip System:</strong> Includes a primary high-traction rubber grip and a secondary adjustable ball grip for superior maneuverability and pressure control.</li><li><strong>Universal Compatibility:</strong> Engineered to integrate seamlessly with standard corner roller heads for versatile use in any finishing kit.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum</td></tr><tr><td>SKU</td><td>PT-CRH50</td></tr><tr><td>Material</td><td>Anodized Aluminum</td></tr><tr><td>Length</td><td>50 inches</td></tr><tr><td>Grip Type</td><td>Rubberized / Adjustable Ball Grip</td></tr></tbody></table>",,,taxable,,1,100,,0,0,,,,,,1,,59,Drywall Finishing Tools > Platinum Drywall Tools > Handles & Extensions,"50 inch handle, PT-CRH50, corner roller handle, anodized aluminum, roller handle",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-50-corner-roller-handle-PT-CRH50-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-50-inch-corner-roller-handle-PT-CRH50-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-50-corner-roller-handle-PT-CRH50-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-50-inch-corner-roller-handle-PT-CRH50-02.webp,,,,,,,,,228,Platinum Drywall Tools,,,,,0,,,,,,,,,,,PT-CRH50,"Platinum 50"" Anodized Aluminum Corner Roller Handle - PT-CRH50","Durable 50"" Platinum handle for corner rollers. Constructed from high-grade anodized aluminum with an adjustable ball grip for precise pressure control."
variable,PT-CT,,Platinum Compound Tube,1,0,visible,"High-capacity Platinum Compound Tube (24""–42"") for rapid, precise mud application. Semi-automatic syringe-style design compatible with multiple applicator heads.","<p>The Platinum Compound Tube series offers a high-capacity, semi-automatic delivery system for joint compound on drywall seams and corners. Functioning as a precision syringe, these tubes enable rapid loading directly from compound buckets, eliminating manual pan-and-knife labor while ensuring uniform material distribution. Available in 24"", 36"", and 42"" lengths, they provide the perfect balance of mud capacity and maneuverability for various job site conditions. Constructed from high-grade materials for daily professional use, they accept a wide range of applicator heads for both flat and corner finishing.</p><ul><li><strong>Rapid Loading:</strong> Efficient suction system allows for fast, clean refills directly from compound containers.</li><li><strong>High-Efficiency Output:</strong> Delivers a consistent ribbon of compound to accelerate finishing workflows.</li><li><strong>Modular Design:</strong> Compatible with various applicator heads for maximum job site versatility.</li><li><strong>Durable Construction:</strong> Engineered to withstand heavy-duty use in professional environments.</li><li><strong>Available Lengths:</strong> 24"" (PT-CT24), 36"" (PT-CT36), and 42"" (PT-CT42).</li></ul>",,,taxable,,1,,,0,0,,,,,,1,,,Drywall Finishing Tools > Platinum Drywall Tools > Repair Kits & Parts,"PT-CT24, PT-CT36, PT-CT42, compound tube, mud tube",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-compound-tube-PT-CT-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-compound-tube-PT-CT-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-compound-tube-PT-CT-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-24-inch-compound-tube-PT-CT24-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-36-compound-tube-PT-CT36-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-36-inch-compound-tube-PT-CT36-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-36-compound-tube-PT-CT36-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-36-compound-tube-PT-CT36-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-42-compound-tube-PT-CT42-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-42-inch-compound-tube-PT-CT42-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-42-compound-tube-PT-CT42-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-42-compound-tube-PT-CT42-03.webp,,,,,,,,,627,Platinum Drywall Tools,Size,"24"" | 36"" | 42""",1,1,1,,,,,,,,,,,PT-CT,Platinum High-Capacity Compound Mud Tube System,"Platinum Compound Tubes (24""-42"") offer a semi-automatic syringe-style delivery system. Rapid loading and consistent material distribution for pros."
variation,PT-CT24,,"Platinum 24"" Compound Tube (PT-CT24)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,,1,,150,Drywall Finishing Tools > Platinum Drywall Tools > Repair Kits & Parts,"24 inch compound tube, PT-CT24, mud tube, syringe, mud applicator",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-24-inch-compound-tube-PT-CT24-01.webp,,,PT-CT,,,,,,628,Platinum Drywall Tools,Size,"24""",1,1,1,,,,,,,,,,,PT-CT24,"Platinum 24"" High-Capacity Compound Mud Tube - PT-CT24","Compact 24"" Platinum Compound Tube for rapid, mess-free joint compound loading. Precision syringe design ensures uniform material distribution."
variation,PT-CT36,,"Platinum 36"" Compound Tube (PT-CT36)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,,1,,155,Drywall Finishing Tools > Platinum Drywall Tools > Repair Kits & Parts,"36 inch compound tube, PT-CT36, mud tube, syringe, mud applicator",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-36-compound-tube-PT-CT36-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-36-inch-compound-tube-PT-CT36-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-36-compound-tube-PT-CT36-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-36-compound-tube-PT-CT36-03.webp,,,PT-CT,,,,,,629,Platinum Drywall Tools,Size,"36""",1,1,1,,,,,,,,,,,PT-CT36,"Platinum 36"" High-Capacity Compound Mud Tube - PT-CT36",Speed up finishing with the 36-inch Platinum PT-CT36. High-capacity anodized aluminum body accepts various applicator heads for seams and corners.
variation,PT-CT42,,"Platinum 42"" Compound Tube (PT-CT42)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,,1,,160,Drywall Finishing Tools > Platinum Drywall Tools > Repair Kits & Parts,"42 inch compound tube, PT-CT42, mud tube, syringe, mud applicator",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-42-compound-tube-PT-CT42-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-42-inch-compound-tube-PT-CT42-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-42-compound-tube-PT-CT42-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-42-compound-tube-PT-CT42-03.webp,,,PT-CT,,,,,,630,Platinum Drywall Tools,Size,"42""",1,1,1,,,,,,,,,,,PT-CT42,"Platinum 42"" High-Capacity Compound Mud Tube - PT-CT42","The longest 42"" Platinum Compound Tube for maximum mud capacity. Durable, balanced design streamlines finishing workflows on large-scale projects."
simple,PT-EBH,,"Platinum Extendable Flat Box Handle 40"" – 64"" (PT-EBH)",1,0,visible,"The Platinum Extendable Flat Box Handle offers a 40"" to 64"" telescopic range and a secure locking system. Built from lightweight, corrosion-resistant anodized aluminum, it provides the leverage and control needed for consistent, professional-grade drywall finishing.","<p><strong>Platinum Extendable Flat Box Handle 40"" – 64"" (PT-EBH)</strong> provides the necessary reach and leverage for efficient drywall finishing across varying wall and ceiling heights. This tool eliminates the need for constant ladder repositioning, allowing for consistent compound application and a professional finish in less time. Engineered for durability, it stands up to the daily demands of active job sites while maintaining a lightweight profile that minimizes operator fatigue.</p><p>Constructed from high-grade anodized aluminum, this handle is built to resist corrosion and provide long-term reliability. The integrated telescopic mechanism allows for rapid, secure length adjustments, while the high-tension locking system prevents slippage during use, ensuring steady pressure for streak-free results. It is designed to integrate with standard flat finishing boxes, making it a versatile addition to any professional taping and finishing kit.</p><p><strong>Features:</strong></p><ul><li><strong>Telescopic Versatility:</strong> Adjustable length from 40 to 64 inches enables seamless transitions between standard wall work and elevated ceiling applications.</li><li><strong>Durable Construction:</strong> Manufactured from anodized aluminum to withstand rigorous daily use while remaining lightweight for reduced physical strain.</li><li><strong>Secure Locking Mechanism:</strong> A high-tension lock keeps the handle firmly at the selected length, ensuring consistent pressure and preventing unwanted movement.</li><li><strong>Ergonomic Control:</strong> Designed for superior leverage and tactile feedback, facilitating precise handling and professional-grade finishing results.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum</td></tr><tr><td>SKU</td><td>PT-EBH</td></tr><tr><td>Product Type</td><td>Extendable Flat Box Handle</td></tr><tr><td>Material</td><td>Anodized Aluminum</td></tr><tr><td>Adjustable Length</td><td>40"" – 64""</td></tr><tr><td>Category</td><td>Drywall Finishing Tools</td></tr></tbody></table>",,,taxable,,1,100,,0,0,,,,,,1,,169,Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes,"40-64 inch handle, PT-EBH, telescopic handle, anodized aluminum, extendable flat box handle",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-extendable-flat-box-handle-40-64-PT-EBH-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-extendable-flat-box-handle-40-inch-64-inch-PT-EBH-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-extendable-flat-box-handle-40-64-PT-EBH-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-extendable-flat-box-handle-40-inch-64-inch-PT-EBH-02.webp,,,,,,,,,51,Platinum Drywall Tools,,,,,0,,,,,,,,,,,PT-EBH,"Platinum Extendable Flat Box Handle (40""-64"") - PT-EBH","The Platinum PT-EBH offers a 40"" to 64"" telescopic range for efficient finishing. Built from lightweight anodized aluminum with a secure locking system."
simple,PT-EXT3IN1-1,,Platinum Extendable Angle Head Handle (PT-EXT3IN1-1),1,0,visible,"Platinum Extendable Angle Head Handle features a 45–70"" telescoping range for high-reach drywall finishing. Built from lightweight, durable aluminum with ergonomic grips for professional control.","<p><strong>Platinum Extendable Angle Head Handle (PT-EXT3IN1-1)</strong> provides the reach and leverage necessary for professional drywall finishing in high-ceiling or vaulted environments. By eliminating the need for ladders or scaffolding, this tool enables contractors to maintain consistent pressure and precision across elevated surfaces, significantly increasing job site efficiency.</p><p>Constructed from high-grade aluminum, the handle balances structural rigidity with a lightweight profile to reduce operator fatigue during extended use. The telescoping mechanism allows for rapid, secure adjustments between 45 and 70 inches, ensuring compatibility with a wide range of ceiling heights and complex corner configurations.</p><p><strong>Features:</strong></p><ul><li><strong>Telescoping Adjustment:</strong> Quickly locks at any length between 45 and 70 inches to accommodate varying ceiling heights and tight spaces.</li><li><strong>Durable Construction:</strong> Engineered from high-grade aluminum for a corrosion-resistant, long-lasting build that remains lightweight for daily production.</li><li><strong>Ergonomic Design:</strong> Outfitted with non-slip grips to enhance handling control and minimize hand strain during repetitive finishing tasks.</li><li><strong>Universal Compatibility:</strong> Designed to integrate seamlessly with standard industry angle heads and corner finishing tools.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum Drywall Tools</td></tr><tr><td>SKU</td><td>PT-EXT3IN1-1</td></tr><tr><td>Material</td><td>High-grade Aluminum</td></tr><tr><td>Adjustable Length</td><td>45"" - 70""</td></tr><tr><td>Compatibility</td><td>Standard Angle Heads &amp; Corner Finishers</td></tr></tbody></table>",,,taxable,,1,100,,0,0,,,,,,1,,75,Drywall Finishing Tools > Platinum Drywall Tools > Handles & Extensions,"45-70 inch handle, PT-EXT3IN1-1, telescopic handle, anodized aluminum, extendable angle head handle",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-extendable-angle-head-handle-PT-EXT3IN1-1-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-extendable-angle-head-handle-PT-EXT3IN1-1-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-extendable-angle-head-handle-PT-EXT3IN1-1-03.webp,,,,,,,,,229,Platinum Drywall Tools,,,,,0,,,,,,,,,,,PT-EXT3IN1-1,"Platinum Extendable Angle Head Handle (45""-70"") - PT-EXT3IN1-1","Finish high corners efficiently with the Platinum PT-EXT3IN1-1. Telescoping 45-70"" range and durable aluminum build for professional control."
simple,PT-FA,,"Platinum 4"" Flat Applicator (PT-FA)",1,0,visible,"Platinum 4"" Flat Applicator (PT-FA) provides precise joint compound application for seams and butt joints. Features a durable, lightweight anodized aluminum body compatible with major industry compound tubes and angle boxes.","<p><strong>Platinum 4"" Flat Applicator (PT-FA)</strong> delivers precise, consistent joint compound distribution for professional drywall finishing. Engineered for efficiency, this 4-inch tool is specifically optimized for coating seams, butt joints, and fastener rows, while its compact profile allows for effortless navigation in tight spaces and detailed pre-fill applications.</p><p>Constructed from lightweight, anodized aluminum, this applicator balances long-term durability with reduced operator fatigue during high-volume work. It is designed for seamless integration into existing professional tool kits, offering broad compatibility with compound tubes, angle boxes, and MudRunners from major industry manufacturers.</p><p><strong>Features:</strong></p><ul><li><strong>Precision Application:</strong> Ensures a uniform, even layer of joint compound to minimize sanding and rework.</li><li><strong>Universal Compatibility:</strong> Fits standard compound tubes, angle boxes, and MudRunners from leading brands including TapeTech, Columbia, and Level5.</li><li><strong>Compact Design:</strong> Optimized 4-inch width for detailed work and tight-access areas.</li><li><strong>Durable Build:</strong> Lightweight, anodized aluminum construction withstands the rigors of daily job site use.</li><li><strong>Warranty Protection:</strong> Includes a 5-year manufacturer's warranty for long-term reliability.</li></ul><p><strong>Specifications:</strong></p><table><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Platinum Drywall Tools</td></tr><tr><td>SKU</td><td>PT-FA</td></tr><tr><td>Tool Type</td><td>Flat Applicator</td></tr><tr><td>Size</td><td>4 Inches</td></tr><tr><td>Material</td><td>Anodized Aluminum</td></tr><tr><td>Warranty</td><td>5-Year Limited Warranty</td></tr></tbody></table>",,,taxable,,1,100,,0,0,,,,,,1,,59,Drywall Finishing Tools > Platinum Drywall Tools > Corner & Angle Tools,"4 inch flat applicator, mud head, PT-FA, seam tool, billet applicator",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-4-flat-applicator-PT-FA-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-4-inch-flat-applicator-PT-FA-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-4-flat-applicator-PT-FA-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-4-inch-flat-applicator-PT-FA-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-4-flat-applicator-PT-FA-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-4-inch-flat-applicator-PT-FA-03.webp,,,,,,,,,143,Platinum Drywall Tools,,,,,0,,,,,,,,,,,PT-FA,"Platinum 4"" Billet Aluminum Flat Applicator Head - PT-FA","Precision 4"" Platinum Flat Applicator for seams and butt joints. Lightweight anodized aluminum build compatible with major industry compound tubes."
variable,PT-FB,,Platinum Flat Finishing Box,1,0,visible,"Professional Platinum Flat Finishing Box (8""–14"") with pivoting axle and adjustable crown control for efficient, paint-ready joint finishing.","<p>The Platinum Flat Finishing Box series automates joint compound application and edge feathering on flat and butt joints in a single pass. Available in 8"", 10"", 12"", and 14"" widths, these boxes are designed for high-output professional environments. Featuring a pivoting axle that maintains constant contact with the wall and an integrated crown adjustment dial, they provide a uniform, paint-ready surface with minimal effort. Built with high-grade materials to withstand the rigors of daily job site use, Platinum Flat Boxes significantly reduce manual labor and sanding time.</p><ul><li><strong>One-Pass Finishing:</strong> Simultaneously dispenses compound and feathers edges for professional results.</li><li><strong>Adjustable Crown Control:</strong> Dedicated dial allows for precise thickness regulation based on coat requirements.</li><li><strong>Pivoting Axle:</strong> Ensures smooth operation and consistent mud flow on uneven drywall surfaces.</li><li><strong>Rugged Construction:</strong> Built for long-term durability in high-volume professional settings.</li><li><strong>Available Sizes:</strong> 8"" (PT-8FB), 10"" (PT-10FB), 12"" (PT-FB12), and 14"" (PT-14FB).</li></ul>",,,taxable,,1,,,0,0,,,,,,1,,,Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes,"PT-8FB, PT-10FB, PT-FB12, PT-14FB, flat box",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-flat-finishing-box-PT-FB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-flat-finishing-box-PT-FB-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-flat-finishing-box-PT-FB-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-flat-finishing-box-PT-FB-04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-flat-finishing-box-PT-FB-05.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-10-inch-flat-finishing-box-PT-10FB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-14-flat-finishing-box-PT-14FB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-14-inch-flat-finishing-box-PT-14FB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-14-flat-finishing-box-PT-14FB-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-14-flat-finishing-box-PT-14FB-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-flat-finishing-box-PT-8FB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-inch-flat-finishing-box-PT-8FB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-flat-finishing-box-PT-8FB-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-flat-finishing-box-PT-8FB-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-12-flat-finishing-box-PT-FB12-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-12-inch-flat-finishing-box-PT-FB12-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-12-flat-finishing-box-PT-FB12-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-12-flat-finishing-box-PT-FB12-03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-12-flat-finishing-box-PT-FB12-04.webp,,,,,,,,,56,Platinum Drywall Tools,Size,"8"" | 10"" | 12"" | 14""",1,1,1,,,,,,,,,,,PT-FB,Platinum Professional Pivoting Axle Flat Finishing Box,"Platinum Flat Boxes (8""-14"") automate joint finishing in a single pass. Features a pivoting axle and crown adjustment dial for paint-ready surfaces."
variation,PT-10FB,,"Platinum 10"" Flat Finishing Box (PT-10FB)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,,1,,195,Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes,"10 inch flat box, PT-10FB, finishing box, pivoting axle box, drywall finishing",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-10-inch-flat-finishing-box-PT-10FB-01.webp,,,PT-FB,,,,,,57,Platinum Drywall Tools,Size,"10""",1,1,1,,,,,,,,,,,PT-10FB,"Platinum 10"" Pivoting Axle Flat Finishing Box - PT-10FB","Apply and feather compound in one pass with the 10"" Platinum Flat Box. Features a pivoting axle for consistent coverage on uneven drywall surfaces."
variation,PT-14FB,,"Platinum 14"" Flat Finishing Box (PT-14FB)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,,1,,215,Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes,"14 inch flat box, PT-14FB, finishing box, pivoting axle box, drywall finishing",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-14-flat-finishing-box-PT-14FB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-14-inch-flat-finishing-box-PT-14FB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-14-flat-finishing-box-PT-14FB-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-14-flat-finishing-box-PT-14FB-03.webp,,,PT-FB,,,,,,59,Platinum Drywall Tools,Size,"14""",1,1,1,,,,,,,,,,,PT-14FB,"Platinum 14"" Pivoting Axle Flat Finishing Box - PT-14FB","Boost productivity with the widest 14"" Platinum Flat Box. High-grade construction with adjustable crown control for efficient joint compound application."
variation,PT-8FB,,"Platinum 8"" Flat Finishing Box (PT-8FB)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,,1,,185,Drywall Finishing Tools > Platinum Drywall Tools > Finishing Boxes,"8 inch flat box, PT-8FB, finishing box, pivoting axle box, drywall finishing",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-flat-finishing-box-PT-8FB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-inch-flat-finishing-box-PT-8FB-01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-flat-finishing-box-PT-8FB-02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/platinum-drywall-tools-8-flat-finishing-box-PT-8FB-03.webp,,,PT-FB,,,,,,60,Platinum Drywall Tools,Size,"8""",1,1,1,,,,,,,,,,,PT-8FB,"Platinum 8"" Pivoting Axle Flat Finishing Box - PT-8FB","Streamline drywall finishing with the 8"" Platinum Flat Box. Pivoting axle maintains constant wall contact for a uniform, paint-ready surface."
