SKU,Parent SKU,Type,Name,Categories,Brand,Regular price
4-906,DRYWALL-COMPOUND-ROLLER-WITH-FRAME,variation,"Level5 Drywall Compound Roller with Frame -  12""",Drywall Finishing Tools > Level 5 > Corner Tools,Level 5,40.0
4-907,SKIMMING-BLADE,variation,"Level5 Skimming Blade -  7""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,51.0
4-910,SKIMMING-BLADE,variation,"Level5 Skimming Blade -  10""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,59.0
4-910C,COMPOSITE-SKIMMING-BLADE,variation,"Level5 Composite Skimming Blade -  10""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,42.0
4-914,SKIMMING-BLADE,variation,"Level5 Skimming Blade -  14""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,73.0
4-914C,COMPOSITE-SKIMMING-BLADE,variation,"Level5 Composite Skimming Blade -  14""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,53.0
4-916,SKIMMING-BLADE,variation,"Level5 Skimming Blade -  16""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,83.0
4-916C,COMPOSITE-SKIMMING-BLADE,variation,"Level5 Composite Skimming Blade -  16""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,61.0
4-924,SKIMMING-BLADE,variation,"Level5 Skimming Blade -  24""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,107.0
4-924C,COMPOSITE-SKIMMING-BLADE,variation,"Level5 Composite Skimming Blade -  24""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,79.0
4-932,SKIMMING-BLADE,variation,"Level5 Skimming Blade -  32""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,140.0
4-932C,COMPOSITE-SKIMMING-BLADE,variation,"Level5 Composite Skimming Blade -  32""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,102.0
4-940,SKIMMING-BLADE,variation,"Level5 Skimming Blade -  40""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,159.0
4-942,SKIMMING-BLADE-EXTENSION-HANDLES,variation,Level5 Skimming Blade Extension Handle -  2' - 5' Telescopic,Drywall Finishing Tools > Level 5 > Handles & Extensions,Level 5,64.0
4-943,SKIMMING-BLADE-EXTENSION-HANDLES,variation,Level5 Skimming Blade Extension Handle -  4' - 7' Telescopic,Drywall Finishing Tools > Level 5 > Handles & Extensions,Level 5,68.0
4-948,SKIMMING-BLADE,variation,"Level5 Skimming Blade -  48""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,214.0
4-949,REPLACEMENT-SKIMMING-BLADE,variation,"Level5 Replacement Skimming Blade -  7""",Drywall Finishing Tools > Level 5 > Parts,Level 5,18.0
4-950,REPLACEMENT-SKIMMING-BLADE,variation,"Level5 Replacement Skimming Blade -  14""",Drywall Finishing Tools > Level 5 > Parts,Level 5,28.0
4-951,REPLACEMENT-SKIMMING-BLADE,variation,"Level5 Replacement Skimming Blade -  10""",Drywall Finishing Tools > Level 5 > Parts,Level 5,23.0
4-952,REPLACEMENT-SKIMMING-BLADE,variation,"Level5 Replacement Skimming Blade -  16""",Drywall Finishing Tools > Level 5 > Parts,Level 5,31.0
4-953,REPLACEMENT-SKIMMING-BLADE,variation,"Level5 Replacement Skimming Blade -  24""",Drywall Finishing Tools > Level 5 > Parts,Level 5,37.0
4-954,REPLACEMENT-SKIMMING-BLADE,variation,"Level5 Replacement Skimming Blade -  32""",Drywall Finishing Tools > Level 5 > Parts,Level 5,50.0
4-955,REPLACEMENT-SKIMMING-BLADE,variation,"Level5 Replacement Skimming Blade -  40""",Drywall Finishing Tools > Level 5 > Parts,Level 5,59.0
4-956,REPLACEMENT-SKIMMING-BLADE,variation,"Level5 Replacement Skimming Blade -  48""",Drywall Finishing Tools > Level 5 > Parts,Level 5,64.0
4-960,TRIPLE-HARDENED-RIGID-FLAT-GOLDEN-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Level5 Triple Hardened Rigid Flat Golden Stainless Steel Finishing Trowel -  4.75"" x 11.5"" Leather Handle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,57.0
4-961,TRIPLE-HARDENED-RIGID-FLAT-GOLDEN-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Level5 Triple Hardened Rigid Flat Golden Stainless Steel Finishing Trowel -  4.75"" x 12"" Leather Handle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,58.0
4-962,TRIPLE-HARDENED-RIGID-FLAT-GOLDEN-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Level5 Triple Hardened Rigid Flat Golden Stainless Steel Finishing Trowel -  4.75"" x 14"" Leather Handle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,63.0
4-963,TRIPLE-HARDENED-RIGID-FLAT-GOLDEN-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Level5 Triple Hardened Rigid Flat Golden Stainless Steel Finishing Trowel -  4.75"" x 16"" Leather Handle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,67.0
4-964,TRIPLE-HARDENED-RIGID-FLAT-GOLDEN-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Level5 Triple Hardened Rigid Flat Golden Stainless Steel Finishing Trowel -  4.75"" x 18"" Leather Handle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,72.0
4-971,TRIPLE-HARDENED-RIGID-CURVED-GOLDEN-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Level5 Triple Hardened Rigid Curved Golden Stainless Steel Finishing Trowel -  4.75"" x 12"" Leather Handle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,58.0
4-972,TRIPLE-HARDENED-RIGID-CURVED-GOLDEN-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Level5 Triple Hardened Rigid Curved Golden Stainless Steel Finishing Trowel -  4.75"" x 14"" Leather Handle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,63.0
4-973,TRIPLE-HARDENED-RIGID-CURVED-GOLDEN-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Level5 Triple Hardened Rigid Curved Golden Stainless Steel Finishing Trowel -  4.75"" x 16"" Leather Handle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,67.0
4-974,FLAT-FLEX-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Level5 Flat Flex Stainless Steel Finishing Trowel -  4.75"" x 12"" Leather Handle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,70.0
4-975,FLAT-FLEX-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Level5 Flat Flex Stainless Steel Finishing Trowel -  4.75"" x 14"" Leather Handle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,75.0
4-976,FLAT-FLEX-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Level5 Flat Flex Stainless Steel Finishing Trowel -  4.75"" x 16"" Leather Handle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,88.0
4-988,PRO-FLEX-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Level5 Pro Flex Curved Blade Stainless Steel Finishing Trowel -  4.75"" x 12"" Leather Handle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,54.0
4-989,PRO-FLEX-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,variation,"Level5 Pro Flex Curved Blade Stainless Steel Finishing Trowel -  4.75"" x 14"" Leather Handle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,58.0
5-122,BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Blue Steel Taping Knife - Soft Grip Handle -  6""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,16.0
5-124,BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Blue Steel Taping Knife - Soft Grip Handle -  8""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,17.0
5-126,BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Blue Steel Taping Knife - Soft Grip Handle -  10""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,18.0
5-127,BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Blue Steel Taping Knife - Soft Grip Handle -  12""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,19.0
5-128,BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Blue Steel Taping Knife - Soft Grip Handle -  14""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,20.0
5-134,TOOLS-STAINLESS-STEEL-TAPING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Taping Knife with Soft Grip Handle -  8""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,19.0
5-136,TOOLS-STAINLESS-STEEL-TAPING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Taping Knife with Soft Grip Handle -  10""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,20.0
5-137,TOOLS-STAINLESS-STEEL-TAPING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Taping Knife with Soft Grip Handle -  12""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,21.0
5-138,TOOLS-STAINLESS-STEEL-TAPING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Taping Knife with Soft Grip Handle -  14""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,22.0
5-139,TOOLS-STAINLESS-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Finishing Knife with Soft Grip Handle -  3""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,15.0
5-140,TOOLS-STAINLESS-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Finishing Knife with Soft Grip Handle -  4""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,16.0
5-141,TOOLS-STAINLESS-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Finishing Knife with Soft Grip Handle -  5""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,17.0
5-142,TOOLS-STAINLESS-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Finishing Knife with Soft Grip Handle -  6""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,18.0
5-144,TOOLS-STAINLESS-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Finishing Knife with Soft Grip Handle -  8""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,19.0
5-146,TOOLS-STAINLESS-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Finishing Knife with Soft Grip Handle -  10""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,20.0
5-147,TOOLS-STAINLESS-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Finishing Knife with Soft Grip Handle -  1""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,12.0
5-148,TOOLS-STAINLESS-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Finishing Knife with Soft Grip Handle -  2""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,13.0
5-149,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  3""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,13.0
5-150,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  4""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,15.0
5-151,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  5""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,16.0
5-152,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  6""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,17.0
5-154,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  8""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,18.0
5-156,CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Carbon Steel Finishing Knife with Soft Grip Handle -  10""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,19.0
5-180,BLUE-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Blue Steel Big Back Taping Knife - Soft Grip Handle -  8""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,17.0
5-182,BLUE-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Blue Steel Big Back Taping Knife - Soft Grip Handle -  10""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,18.0
5-184,BLUE-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Blue Steel Big Back Taping Knife - Soft Grip Handle -  12""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,19.0
5-186,BLUE-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Blue Steel Big Back Taping Knife - Soft Grip Handle -  14""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,20.0
5-188,BLUE-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Blue Steel Big Back Taping Knife - Soft Grip Handle -  16""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,22.0
5-190,STAINLESS-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Big Back Taping Knife – Soft Grip Handle -  8""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,20.0
5-192,STAINLESS-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Big Back Taping Knife – Soft Grip Handle -  10""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,22.0
5-194,STAINLESS-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Big Back Taping Knife – Soft Grip Handle -  12""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,23.0
5-196,STAINLESS-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Big Back Taping Knife – Soft Grip Handle -  14""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,24.0
5-198,STAINLESS-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Big Back Taping Knife – Soft Grip Handle -  16""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,25.0
5-201,CUSTOM-STAINLESS-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Custom Stainless Steel Finishing Knife with Soft Grip Handle -  6"" Clipped Knife 30 Degree Angle",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,15.0
5-202,CUSTOM-STAINLESS-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Custom Stainless Steel Finishing Knife with Soft Grip Handle -  3.5"" Pointed Knife",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,15.0
5-291,PROFESSIONAL-MIXER,variation,"Level5 Professional Mixer -  32""Length with 5"" Head",Drywall Finishing Tools > Level 5 > Mud Pans & Pumps,Level 5,33.0
5-292,PROFESSIONAL-MIXER,variation,"Level5 Professional Mixer -  32"" Length with 7"" Head",Drywall Finishing Tools > Level 5 > Mud Pans & Pumps,Level 5,41.0
5-293,PROFESSIONAL-MIXER,variation,"Level5 Professional Mixer -  13"" Length with 2"" Head",Drywall Finishing Tools > Level 5 > Mud Pans & Pumps,Level 5,16.0
5-294,PROFESSIONAL-MIXER,variation,"Level5 Professional Mixer -  28"" Length with 4"" Head",Drywall Finishing Tools > Level 5 > Mud Pans & Pumps,Level 5,27.0
5-310,TOOLS-STAINLESS-STEEL-CORNER-TOOLS-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Corner Tool with Soft Grip Handle -  4"" x 3.5"" Inside Corner Tool",Drywall Finishing Tools > Level 5 > Corner Tools,Level 5,15.0
5-312,TOOLS-STAINLESS-STEEL-CORNER-TOOLS-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Corner Tool with Soft Grip Handle -  6.5"" x 11.5"" Inside Corner Tool",Drywall Finishing Tools > Level 5 > Corner Tools,Level 5,17.0
5-320,TOOLS-STAINLESS-STEEL-CORNER-TOOLS-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Corner Tool with Soft Grip Handle -  4"" x 3.5"" Outside Corner Tool",Drywall Finishing Tools > Level 5 > Corner Tools,Level 5,15.0
5-332,TOOLS-STAINLESS-STEEL-MUD-PAN,variation,"Level5 Stainless Steel Mud Pan -  12""",Drywall Finishing Tools > Level 5 > Mud Pans & Pumps,Level 5,24.0
5-336,TOOLS-STAINLESS-STEEL-MUD-PAN,variation,"Level5 Stainless Steel Mud Pan -  16""",Drywall Finishing Tools > Level 5 > Mud Pans & Pumps,Level 5,26.0
5-380,STAINLESS-STEEL-STIFF-OFFSET-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Stiff Offset Knife with Soft Grip Handle -  8""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,33.0
5-381,STAINLESS-STEEL-FLEX-OFFSET-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Flex Offset Knife with Soft Grip Handle -  8""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,33.0
5-382,STAINLESS-STEEL-STIFF-OFFSET-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Stiff Offset Knife with Soft Grip Handle -  10""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,35.0
5-383,STAINLESS-STEEL-FLEX-OFFSET-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Flex Offset Knife with Soft Grip Handle -  10""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,35.0
5-384,STAINLESS-STEEL-STIFF-OFFSET-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Stiff Offset Knife with Soft Grip Handle -  12""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,38.0
5-385,STAINLESS-STEEL-FLEX-OFFSET-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Flex Offset Knife with Soft Grip Handle -  12""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,38.0
5-386,STAINLESS-STEEL-STIFF-OFFSET-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Stiff Offset Knife with Soft Grip Handle -  14""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,40.0
5-387,STAINLESS-STEEL-FLEX-OFFSET-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Flex Offset Knife with Soft Grip Handle -  14""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,40.0
5-388,STAINLESS-STEEL-STIFF-OFFSET-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Stiff Offset Knife with Soft Grip Handle -  16""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,42.0
5-389,STAINLESS-STEEL-FLEX-OFFSET-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Flex Offset Knife with Soft Grip Handle -  16""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,42.0
5-390,STAINLESS-STEEL-STIFF-OFFSET-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Stiff Offset Knife with Soft Grip Handle -  18""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,44.0
5-391,STAINLESS-STEEL-FLEX-OFFSET-KNIFE-WITH-SOFT-GRIP-HANDLE,variation,"Level5 Stainless Steel Flex Offset Knife with Soft Grip Handle -  18""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,44.0
5-401,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,variation,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  1.5""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,17.0
5-402,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,variation,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  2""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,18.0
5-403,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,variation,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  3""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,19.0
5-404,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,variation,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  4""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,20.0
5-405,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,variation,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  5""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,21.0
5-406,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,variation,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  6""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,22.0
5-408,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,variation,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  8""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,23.0
5-410,ONE-PIECE-STAINLESS-STEEL-PUTTY-KNIVES-WITH-WELDED-HANDLE,variation,"Level5 One Piece Stainless Steel Putty Knives with Welded Handle -  10""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,24.0
5-504,STAINLESS-STEEL-JOINT-KNIFE-WITH-COMPOSITE-HANDLE,variation,"Level5 Stainless Steel Joint Knife with Composite Handle -  4""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,12.0
5-505,STAINLESS-STEEL-JOINT-KNIFE-WITH-COMPOSITE-HANDLE,variation,"Level5 Stainless Steel Joint Knife with Composite Handle -  5""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,13.0
5-506,STAINLESS-STEEL-JOINT-KNIFE-WITH-COMPOSITE-HANDLE,variation,"Level5 Stainless Steel Joint Knife with Composite Handle -  6""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,15.0
5-512,STAINLESS-STEEL-TAPING-KNIFE-COMPOSITE-HANDLE,variation,"Level5 Stainless Steel Taping Knife - Composite Handle -  12""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,15.0
5-514,STAINLESS-STEEL-TAPING-KNIFE-COMPOSITE-HANDLE,variation,"Level5 Stainless Steel Taping Knife - Composite Handle -  14""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,16.0
5-516,STAINLESS-STEEL-TAPING-KNIFE-COMPOSITE-HANDLE,variation,"Level5 Stainless Steel Taping Knife - Composite Handle -  6""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,11.0
5-518,STAINLESS-STEEL-TAPING-KNIFE-COMPOSITE-HANDLE,variation,"Level5 Stainless Steel Taping Knife - Composite Handle -  8""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,12.0
5-520,STAINLESS-STEEL-TAPING-KNIFE-COMPOSITE-HANDLE,variation,"Level5 Stainless Steel Taping Knife - Composite Handle -  10""",Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,13.0
8-334,TOOLS-STAINLESS-STEEL-MUD-PAN,variation,"Level5 Stainless Steel Mud Pan -  14""",Drywall Finishing Tools > Level 5 > Mud Pans & Pumps,Level 5,25.0
ACCESSORY-HANDLE,,variable,Level5 Fixed Accessory Handle,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,Level 5,
BLUE-STEEL-BIG-BACK-TAPING-KNIFE-SOFT-GRIP-HANDLE,,variable,Level5 Blue Steel Big Back Taping Knife - Soft Grip Handle,Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,
BLUE-STEEL-TAPING-KNIFE-SOFT-GRIP-HANDLE,,variable,Level5 Blue Steel Taping Knife - Soft Grip Handle,Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,
CARBON-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,,variable,Level5 Carbon Steel Finishing Knife with Soft Grip Handle,Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,
CLASSIC-FLAT-BOX-REPAIR-PARTS,,variable,Level5 Flat Box Repair Parts,Drywall Finishing Tools > Level 5 > Parts,Level 5,
COMPOSITE-SKIMMING-BLADE,,variable,Level5 Composite Skimming Blade,Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,
COMPOUND-PUMP-REPAIR-PARTS,,variable,Level5 Compound Pump Repair Parts,Drywall Finishing Tools > Level 5 > Parts,Level 5,
CORNER-APPLICATOR,,variable,Level5 Corner Applicator,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,Level 5,
CORNER-FINISHER,,variable,Level5 Corner Finisher,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,Level 5,
CORNER-FINISHER-BLADE-KIT,,variable,Level5 Corner Finisher Blade Kit,Drywall Finishing Tools > Level 5 > Parts,Level 5,
CORNER-FINISHER-REBUILD-KIT,,variable,Level5 Corner Finisher Rebuild Kit,Drywall Finishing Tools > Level 5 > Parts,Level 5,
CORNER-FLUSHER,,variable,Level5 Corner Flusher,Drywall Finishing Tools > Level 5 > Semi-Automatic Taping Tools,Level 5,
CUSTOM-STAINLESS-STEEL-FINISHING-KNIFE-WITH-SOFT-GRIP-HANDLE,,variable,Level5 Custom Stainless Steel Finishing Knife with Soft Grip Handle,Drywall Finishing Tools > Level 5 > Knives & Blades,Level 5,
DRYWALL-COMPOUND-ROLLER-WITH-FRAME,,variable,Level5 Drywall Compound Roller with Frame,Drywall Finishing Tools > Level 5 > Corner Tools,Level 5,
EXTENDABLE-ACCESSORY-HANDLE,,variable,Level5 Extendable Accessory Handle,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,Level 5,
FLAT-BOX,,variable,Level5 Flat Box with Bonus Storage Case,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,Level 5,
FLAT-BOX-EXTENSION-HANDLE,,variable,Level5 Flat Box Extendable Handle,Drywall Finishing Tools > Level 5 > Automatic Taping Tools,Level 5,
